,Airline,Month Flown,Year Flown,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Origin,Destination,Via,Origin_Code,Destination_Code,Via_Code,Origin_City,Destination_City,Via_City,Comment Polarity,Comment Subjectivity,Title Polarity,Title Subjectivity,Class_Business Class,Class_Economy Class,Class_First Class,Class_Premium Economy,Type of Traveller_Business,Type of Traveller_Couple Leisure,Type of Traveller_Family Leisure,Type of Traveller_Solo Leisure,Origin_Lat,Origin_Lon,Dest_Lat,Dest_Lon,Duration
27,Singapore Airlines,12,2023,4,5,4,4,1,1,0,Brisbane,Frankfurt,Singapore,BNE,FRA,SIN,Brisbane,Frankfurt/Main Int'l Airport,Singapore - Changi,0.1,0.3625,0.0,0.0,False,True,False,False,True,False,False,False,-27.38762125,153.12158203524928,7.124879699999999,125.64345755531544,6.055087634491993
28,Singapore Airlines,12,2023,4,3,5,3,1,1,0,Singapore,Penang,,SIN,PEN,,Singapore - Changi,Penang International,,0.13333333333333333,0.6630952380952381,0.0,0.0,False,True,False,False,False,False,False,True,52.46144075,9.687236575826583,5.296731899999999,100.27478564926506,11.975631280296607
29,Singapore Airlines,9,2023,3,1,3,4,3,8,1,Melbourne,Zagreb,Singapore,MEL,ZAG,SIN,Melbourne - Tullamarine,Zagreb - Pleso,Singapore - Changi,0.2341875,0.48421474358974353,0.4166666666666667,0.8166666666666667,False,False,False,True,False,False,True,False,38.60212025,39.293272296460074,2.7447302,101.70679011024284,9.307110246652922
30,Singapore Airlines,11,2023,1,3,3,2,5,10,1,Singapore,Auckland,,SIN,AKL,,Singapore - Changi,Auckland,,0.21666666666666667,0.5231481481481481,0.0,0.1,True,False,False,False,False,True,False,False,52.46144075,9.687236575826583,9.5488263,100.06319930633576,11.49049935231563
31,Singapore Airlines,11,2023,1,4,4,4,1,1,0,"Siam Reap, Cambodia",Bali,Singapore,SAI,DPS,SIN,"Siam Reap, Cambodia",Denpasar/Bali,Singapore - Changi,0.31666666666666665,0.37777777777777777,0.0,0.0,False,True,False,False,False,False,False,True,10.310328,123.97927764356774,34.284574,129.3313529,3.4010613584826537
32,Singapore Airlines,10,2023,4,5,4,2,3,6,1,London Heathrow,Denpasar,Singapore,LHR,DPS,SIN,London - Heathrow,Denpasar/Bali,Singapore - Changi,0.00666666666666668,0.4304761904761904,0.0,0.0,False,False,False,True,False,False,False,True,57.202226499999995,-2.201735686842105,34.284574,129.3313529,11.09439683772547
33,Singapore Airlines,11,2023,4,1,3,5,4,9,1,Singapore,Bangkok,,SIN,BKK,,Singapore - Changi,Bangkok,,0.26666666666666666,0.6083333333333333,1.0,1.0,True,False,False,False,False,True,False,False,52.46144075,9.687236575826583,39.049906449999995,-84.66515749429266,8.670091556034206
34,Singapore Airlines,11,2023,1,5,5,4,4,9,1,Auckland,Singapore,,AKL,SIN,,Auckland,Singapore - Changi,,0.39166666666666666,0.6208333333333333,1.0,1.0,True,False,False,False,False,True,False,False,9.5488263,100.06319930633576,52.46144075,9.687236575826583,11.49049935231563
35,Singapore Airlines,10,2023,5,3,1,3,2,4,0,Johannesburg,Singapore,,JNB,SIN,,Johannesburg - Johannesburg Int'l,Singapore - Changi,,0.21818181818181817,0.4522727272727272,0.0,0.0,True,False,False,False,False,True,False,False,34.783984700000005,135.43904072806066,52.46144075,9.687236575826583,11.22989936431064
36,Singapore Airlines,11,2023,4,3,3,5,3,4,0,Sydney,Singapore,,SYD,SIN,,Sydney - Kingsford Smith,Singapore - Changi,,-0.2592857142857143,0.6728571428571428,-0.52,0.78,True,False,False,False,True,False,False,False,41.6093905,41.600613707764694,52.46144075,9.687236575826583,3.3414830278432266
37,Singapore Airlines,10,2023,2,1,4,5,5,10,1,Manila,Singapore,,MNL,SIN,,Manila - Ninoy Aquino Int'l,Singapore - Changi,,0.47857142857142854,0.5142857142857142,0.8,0.75,False,True,False,False,False,False,False,True,-5.2685808000000005,142.09704259928253,52.46144075,9.687236575826583,16.514701796761234
38,Singapore Airlines,10,2023,1,3,5,5,4,1,0,Mumbai,Melbourne,Singapore,BOM,MEL,SIN,Bombay,Melbourne - Tullamarine,Singapore - Changi,-0.16507936507936508,0.601984126984127,0.0,1.0,False,True,False,False,False,False,True,False,46.42729675,30.671640336265803,38.60212025,39.293272296460074,1.3993820810271385
39,Singapore Airlines,11,2023,3,5,5,1,1,1,0,Athens,Penang,Rome,ATH,PEN,ROM,Athens,Penang International,Rome,0.06999999999999999,0.41,0.0,0.0,False,True,False,False,False,False,False,True,-22.4822038,17.472054302453607,5.296731899999999,100.27478564926506,11.871893643834035
40,Singapore Airlines,5,2023,2,5,1,4,1,1,0,Singapore,Penang,,SIN,PEN,,Singapore - Changi,Penang International,,0.02799145299145299,0.4358974358974359,0.0,0.0,False,True,False,False,False,True,False,False,52.46144075,9.687236575826583,5.296731899999999,100.27478564926506,11.975631280296607
41,Singapore Airlines,8,2023,5,5,4,5,1,1,0,Guangzhou,Los Angeles,Singapore,CAN,LAX,SIN,Guangzhou (Canton) - Baiyun (White Cloud),"Los Angeles, CA - Int'l",Singapore - Changi,0.055773809523809524,0.4234523809523809,-0.7,0.8,False,True,False,False,False,False,True,False,23.39200255,113.30118236221948,46.78622815,23.68495166369887,10.13664823619038
42,Singapore Airlines,10,2023,5,5,5,5,4,7,1,Kochi,Sydney,Singapore,KCZ,SYD,SIN,Kochi,Sydney - Kingsford Smith,Singapore - Changi,0.39999999999999997,0.6416666666666667,0.7,0.6000000000000001,True,False,False,False,False,False,True,False,41.248830350000006,-8.681037254488,41.6093905,41.600613707764694,5.163695479221032
43,Singapore Airlines,9,2023,1,5,5,4,5,10,1,Dubai,Jakarta,Singapore,DXB,CGK,SIN,Dubai,Jakarta - Soekarno-Hatta,Singapore - Changi,0.22844761904761904,0.4178190476190477,0.6,1.0,False,True,False,False,False,False,False,True,25.2521287,55.365715576690505,-5.2685808000000005,142.09704259928253,12.412436093250353
44,Singapore Airlines,8,2023,2,5,2,3,5,9,1,Frankfurt,New York JFK,,FRA,JFK,,Frankfurt/Main Int'l Airport,"New York - John F. Kennedy, NY",,0.3487142857142857,0.746031746031746,0.78,1.0,True,False,False,False,False,False,False,True,7.124879699999999,125.64345755531544,29.2202681,47.95515559449122,10.536536310747401
45,Singapore Airlines,10,2023,4,5,2,5,1,1,0,Singapore,Phnom Penh,,SIN,PNH,,Singapore - Changi,Phnom Penh - Pochentong,,-0.24166666666666667,0.44166666666666665,0.0,0.1,False,True,False,False,False,False,False,True,52.46144075,9.687236575826583,48.68842195,9.205392504886913,0.5261442395927873
46,Singapore Airlines,10,2023,4,5,5,4,3,3,0,Singapore,Sydney,,SIN,SYD,,Singapore - Changi,Sydney - Kingsford Smith,,0.27499999999999997,0.4666666666666666,0.0,0.3,True,False,False,False,True,False,False,False,52.46144075,9.687236575826583,41.6093905,41.600613707764694,3.3414830278432266
47,Singapore Airlines,8,2023,5,2,3,5,1,1,0,San Francisco,Singapore,,SFO,SIN,,"San Francisco - Int'l Airport, SA",Singapore - Changi,,0.031944444444444435,0.5743055555555556,0.0,0.0,True,False,False,False,True,False,False,False,63.9969408,-22.627909,52.46144075,9.687236575826583,2.8091583101419064
48,Singapore Airlines,9,2023,4,3,4,5,4,9,1,Singapore,Auckland,,SIN,AKL,,Singapore - Changi,Auckland,,0.33869047619047626,0.5285714285714286,0.0,0.0,False,True,False,False,False,False,False,True,52.46144075,9.687236575826583,9.5488263,100.06319930633576,11.49049935231563
49,Singapore Airlines,9,2023,1,5,5,2,5,10,1,Adelaide,Singapore,,ADL,SIN,,Adelaide,Singapore - Changi,,0.20958333333333334,0.6664814814814813,0.0,0.0,True,False,False,False,False,True,False,False,17.9866469,102.56389705740516,52.46144075,9.687236575826583,10.777441727504463
50,Singapore Airlines,9,2023,5,2,5,5,5,10,1,Mumbai,Singapore,,BOM,SIN,,Bombay,Singapore - Changi,,0.5483333333333333,0.7708333333333334,0.9533333333333333,1.0,False,True,False,False,False,True,False,False,46.42729675,30.671640336265803,52.46144075,9.687236575826583,2.0638711436382775
51,Singapore Airlines,9,2023,3,5,5,5,2,5,0,Bangkok,Auckland,Singapore,BKK,AKL,SIN,Bangkok,Auckland,Singapore - Changi,0.13624999999999998,0.5,-0.25,0.5,False,False,False,True,False,True,False,False,39.049906449999995,-84.66515749429266,9.5488263,100.06319930633576,18.236313343128085
52,Singapore Airlines,8,2023,5,5,5,1,1,1,0,Melbourne,Dubai,Singapore,MEL,DXB,SIN,Melbourne - Tullamarine,Dubai,Singapore - Changi,0.039999999999999994,0.28888888888888886,0.6,1.0,False,True,False,False,False,True,False,False,38.60212025,39.293272296460074,25.2521287,55.365715576690505,2.6449995766196976
53,Singapore Airlines,9,2023,4,5,1,5,5,10,1,Cape Town,Phuket,Singapore,CPT,HKT,SIN,Cape Town,Phuket,Singapore - Changi,0.5895833333333333,0.6958333333333334,0.0,0.0,False,True,False,False,False,True,False,False,41.248830350000006,-8.681037254488,8.11013195,98.30581527719204,13.503037156294017
54,Singapore Airlines,9,2023,5,3,1,5,5,8,1,Penang,Melbourne,Singapore,PEN,MEL,SIN,Penang International,Melbourne - Tullamarine,Singapore - Changi,0.3169113756613757,0.5102645502645502,0.9099999999999999,0.7800000000000001,True,False,False,False,False,True,False,False,5.296731899999999,100.27478564926506,38.60212025,39.293272296460074,8.924777402144477
55,Singapore Airlines,6,2023,1,5,5,4,5,8,1,Melbourne,Fukuoka,Singapore,MEL,FUK,SIN,Melbourne - Tullamarine,Fukuoka,Singapore - Changi,0.2603035714285714,0.5313095238095238,0.9533333333333333,1.0,True,False,False,False,False,True,False,False,38.60212025,39.293272296460074,49.81057505,23.957443729537545,2.1740257625919694
56,Singapore Airlines,9,2023,4,5,5,4,3,10,1,Singapoe,Christchurch,,SIN,CHC,,Singapore - Changi,Christchurch,,0.15214646464646467,0.5542929292929293,-0.3125,1.0,True,False,False,False,False,True,False,False,52.46144075,9.687236575826583,10.310328,123.97927764356774,13.344672748397969
57,Singapore Airlines,9,2023,5,4,2,5,5,10,1,Perth,Phuket,Singapore,PER,HKT,SIN,Perth Int'l,Phuket,Singapore - Changi,0.36204545454545456,0.6855681818181818,0.4681818181818182,0.6022727272727273,False,True,False,False,False,False,True,False,29.2202681,47.95515559449122,8.11013195,98.30581527719204,7.1818038640932675
58,Singapore Airlines,4,2023,1,5,5,5,5,10,1,Brisbane,Singapore,,BNE,SIN,,Brisbane,Singapore - Changi,,0.25,0.4375,0.0,0.0,True,False,False,False,True,False,False,False,-27.38762125,153.12158203524928,52.46144075,9.687236575826583,19.88462275090851
59,Singapore Airlines,9,2023,5,1,4,1,1,2,0,Singapore,Paris,,SIN,PAR,,Singapore - Changi,Paris,,-0.13611111111111113,0.5582010582010581,0.0,0.0,False,False,False,True,True,False,False,False,52.46144075,9.687236575826583,34.783984700000005,135.43904072806066,11.22989936431064
60,Singapore Airlines,9,2023,3,5,4,4,5,10,1,Singapore,Melbourne,,SIN,MEL,,Singapore - Changi,Melbourne - Tullamarine,,0.14892290249433107,0.5755102040816327,0.5,0.75,False,True,False,False,False,False,False,True,52.46144075,9.687236575826583,38.60212025,39.293272296460074,3.4290968938661393
61,Singapore Airlines,9,2023,4,2,5,4,5,10,1,Newark,Singapore,,EWR,SIN,,"New York - Newark, NJ",Singapore - Changi,,0.17071428571428574,0.4573809523809524,0.6666666666666666,1.0,False,False,False,True,False,False,False,True,47.84297625000001,106.7667561731925,52.46144075,9.687236575826583,7.991042828178456
62,Singapore Airlines,8,2023,5,4,4,4,1,1,0,Frankfurt,Sydney,Singapore,FRA,SYD,SIN,Frankfurt/Main Int'l Airport,Sydney - Kingsford Smith,Singapore - Changi,0.15416666666666667,0.3833333333333333,0.0,0.0,False,True,False,False,False,True,False,False,7.124879699999999,125.64345755531544,41.6093905,41.600613707764694,11.234867175564567
63,Singapore Airlines,7,2023,4,5,4,4,4,7,0,Hong Kong,Cairns,Singapore,HKG,CNS,SIN,Hong Kong - Int'l Airport (HKIA),Cairns,Singapore - Changi,0.12386363636363634,0.40246212121212116,0.35,0.55,False,True,False,False,False,False,False,True,22.3125986,113.91729986640615,-16.877789200000002,145.75154952736838,6.959062955620145
64,Singapore Airlines,8,2023,5,5,4,4,3,5,0,Vancouver,Delhi,Singapore,YVR,DEL,SIN,Vancouver - Vancouver Int'l,"Delhi, Indira Gandhi",Singapore - Changi,-0.2453636363636363,0.5425021645021646,-0.52,0.78,False,False,False,True,False,False,True,False,24.88779565,55.16879571237121,2.7447302,101.70679011024284,6.943003726996454
65,Singapore Airlines,7,2023,5,1,5,3,5,9,1,Adelaide,Zurich,Singaphore,ADL,ZRH,SIN,Adelaide,Zurich (Zürich) - Kloten,Singapore - Changi,0.6666666666666666,1.0,1.0,1.0,True,False,False,False,False,True,False,False,17.9866469,102.56389705740516,5.264928299999999,-3.925957338659794,14.443665808991536
66,Singapore Airlines,8,2023,1,5,4,2,4,10,1,Phuket,Dubai,Singapore,HKT,DXB,SIN,Phuket,Dubai,Singapore - Changi,0.8571428571428571,0.875,1.0,1.0,False,True,False,False,True,False,False,False,8.11013195,98.30581527719204,25.2521287,55.365715576690505,6.157666046668681
67,Singapore Airlines,8,2023,5,4,4,5,5,10,1,Manila,Sinhapore,,MNL,SIN,,Manila - Ninoy Aquino Int'l,Singapore - Changi,,0.275,0.771875,0.5,0.875,False,True,False,False,False,False,False,True,-5.2685808000000005,142.09704259928253,52.46144075,9.687236575826583,16.514701796761234
68,Singapore Airlines,7,2023,4,4,4,4,4,6,1,Phnom Penh,Singapore,,PNH,SIN,,Phnom Penh - Pochentong,Singapore - Changi,,0.2972222222222223,0.4259259259259258,0.17499999999999996,0.3333333333333333,False,True,False,False,False,False,True,False,48.68842195,9.205392504886913,52.46144075,9.687236575826583,0.5261442395927873
69,Singapore Airlines,7,2023,4,5,1,4,5,10,1,Frankfurt,Singapore,,FRA,SIN,,Frankfurt/Main Int'l Airport,Singapore - Changi,,0.2833333333333333,0.35462962962962963,0.1875,0.4375,False,True,False,False,False,False,True,False,7.124879699999999,125.64345755531544,52.46144075,9.687236575826583,13.83973229454565
70,Singapore Airlines,7,2023,4,5,3,3,5,9,1,Sydney,Singapore,,SYD,SIN,,Sydney - Kingsford Smith,Singapore - Changi,,0.4375,0.7124999999999999,0.8,0.75,True,False,False,False,False,True,False,False,41.6093905,41.600613707764694,52.46144075,9.687236575826583,3.3414830278432266
71,Singapore Airlines,7,2023,3,3,3,2,4,2,0,Denpasar,Kansai,Singapore,DPS,KIX,SIN,Denpasar/Bali,Osaka - Kansai Int'l Airport,Singapore - Changi,-0.29125,0.5575,0.0,0.0,False,True,False,False,False,False,True,False,34.284574,129.3313529,41.81539105,12.22648477049777,11.751721626715753
72,Singapore Airlines,7,2023,2,4,3,4,4,10,1,Auckland,Singapore,,AKL,SIN,,Auckland,Singapore - Changi,,0.1875,0.5083333333333333,0.1,0.9,False,True,False,False,False,False,False,True,9.5488263,100.06319930633576,52.46144075,9.687236575826583,11.49049935231563
73,Singapore Airlines,4,2023,1,5,4,4,4,8,1,Hanoi,Singapore,,HAN,SIN,,Hanoi - Noibai,Singapore - Changi,,0.537037037037037,0.6925925925925926,1.0,1.0,True,False,False,False,False,False,True,False,49.81057505,23.957443729537545,52.46144075,9.687236575826583,1.2954970290198844
74,Singapore Airlines,4,2023,4,5,5,2,5,9,1,Singapore,Ho Chi Minh,,SIN,SGN,,Singapore - Changi,Ho Chi Minh City (Saigon),,0.2682142857142857,0.49107142857142855,0.6,1.0,True,False,False,False,False,False,True,False,52.46144075,9.687236575826583,40.8839923,14.284545745409144,1.6669796832886894
75,Singapore Airlines,6,2023,3,5,2,2,3,6,0,Singapore,Milan,,SIN,MIL,,Singapore - Changi,Milan,,-0.05416666666666666,0.4958333333333334,-0.05,0.1,True,False,False,False,False,True,False,False,52.46144075,9.687236575826583,53.42829155,-6.24727406240776,1.3385176761260005
76,Singapore Airlines,6,2023,3,5,4,2,3,5,0,Manchester,Singapore,,MAN,SIN,,Manchester,Singapore - Changi,,-0.5,0.5,-1.0,1.0,True,False,False,False,False,True,False,False,7.2719815,-7.589400282557801,52.46144075,9.687236575826583,6.581592417598879
77,Singapore Airlines,5,2023,3,5,1,4,3,7,1,London Heathrow,Singapore,,LHR,SIN,,London - Heathrow,Singapore - Changi,,0.17833333333333334,0.5755555555555555,0.16,0.5399999999999999,False,True,False,False,False,False,False,True,57.202226499999995,-2.201735686842105,52.46144075,9.687236575826583,1.155124408205904
78,Singapore Airlines,6,2023,1,3,4,5,5,9,1,Singapore,Los Angeles,Narita,SIN,LAX,NRT,Singapore - Changi,"Los Angeles, CA - Int'l",Tokyo - Narita,0.3889285714285714,0.48428571428571426,0.35714285714285715,0.5714285714285714,False,False,False,True,False,False,True,False,52.46144075,9.687236575826583,46.78622815,23.68495166369887,1.4830611033886003
79,Singapore Airlines,4,2023,3,1,1,5,2,2,0,Singapore,Bangkok,,SIN,BKK,,Singapore - Changi,Bangkok,,0.184375,0.453125,0.0,0.0,False,True,False,False,False,False,False,True,52.46144075,9.687236575826583,39.049906449999995,-84.66515749429266,8.670091556034206
80,Singapore Airlines,5,2023,4,1,2,5,4,6,1,Singapore,Sydney,,SIN,SYD,,Singapore - Changi,Sydney - Kingsford Smith,,0.06545138888888889,0.39066506410256413,-0.75,0.75,False,False,True,False,True,False,False,False,52.46144075,9.687236575826583,41.6093905,41.600613707764694,3.3414830278432266
81,Singapore Airlines,5,2023,1,5,2,1,4,9,1,Auckland,Singapore,,AKL,SIN,,Auckland,Singapore - Changi,,0.19808333333333333,0.4710405982905982,0.78,1.0,True,False,False,False,False,False,False,True,9.5488263,100.06319930633576,52.46144075,9.687236575826583,11.49049935231563
82,Singapore Airlines,4,2023,2,5,4,4,2,5,1,New York JFK,Frankfurt,,JFK,FRA,,"New York - John F. Kennedy, NY",Frankfurt/Main Int'l Airport,,-0.0037499999999999977,0.530897435897436,-0.6,0.7,True,False,False,False,True,False,False,False,29.2202681,47.95515559449122,7.124879699999999,125.64345755531544,10.536536310747401
